"file_name","section_number","a_Otsikko","b_Nykyinen_sisalto","c_Paivitystarve","d_Viittaus_uuteen_lakiin"
"103590","13","2.9 Porrashuoneen pintamateriaalit","Rakentamismääräyksissä pintamateriaaleja käsitellään teknisten ominaisuuksiensa kannalta. Näiden lisäksi pintamateriaalien ulkonäkö, akustiset ominaisuudet sekä se, miltä ne tuntuvat ja jopa se, miltä ne tuoksuvat, ovat olennaisia asioita tilan viihtyisyy- den kannalta. Porrashuoneen arkkitehtuuria on siksi tarpeen suunnitella kokonaisval- taisesti, eikä vain teknisten ominaisuuksien vähimmäistason perusteella.
Asuinrakennuksen yleisten tilojen sisäisen kulkuväylän on oltava helposti havait- tava, pinnaltaan tasainen ja luistamaton (valtioneuvoston asetus rakennuksen esteet- tömyydestä 241/2017). Kulkureitillä olevat luiskat, askelmat, kynnykset ja tasoerot on osoitettava selvästi valaistuksen ja pintojen tummuuserojen tai huomiomerkintöjen avulla (ympäristöministeriön asetus rakennuksen käyttöturvallisuudesta 1007/2017). Esi- merkiksi kontrastiraidat askelmien etureunassa helpottavat tasoerojen havaitsemista. Porrashuoneen pintamateriaalit tai muut porrashuoneessa käytetyt rakennus- tuotteet eivät saa myötävaikuttaa palon kehittymiseen vaaraa aiheuttavalla tavalla. Esimerkiksi palokuormaa lisäävät talotekniikan asennukset palo-osastoidaan tarvit- taessa.
Uloskäytävän pintamateriaalien paloluokkavaatimuksista määrätään ympäristömi- nisteriön asetuksessa rakennusten paloturvallisuudesta 848/2017. Luokitusmerkinnät on selitetty asetuksen perustelumuistiossa. Luokkavaatimukset eivät koske pinta- alaltaan vähäisiä rakennusosia, kuten tavanomaisia ovia, ikkunoita, kiinnityspintoja, käsijohteita, jalkalistoja, saumalautoja ja levyjen välisiä saumoja. Pinnat voi olla pääl- lystetty luokittelemattomalla tasoite-, silote- ja maalikerroksella tai tapetilla, joka ei olennaisesti vaikuta pinnalta edellytetyn luokan ominaisuuksiin.","Uuden lain 32 §:n mukaan rakennuksen paloturvallisuudessa on otettava huomioon palon syttymisen vaara, kantavien rakenteiden kestävyys palon sattuessa, palon ja savun kehittymisen ja leviämisen rajoittaminen sekä poistumisturvallisuus. Tämä edellyttää, että porrashuoneen pintamateriaalien paloluokkavaatimukset ja niiden vaikutus paloturvallisuuteen tarkistetaan ja päivitetään vastaamaan uusia vaatimuksia.","32 § Paloturvallisuus"
"103590","14","2.10 Ovet ja ikkunat","Rakennuksen sisäisellä kulkuväylällä olevan oven sekä porraskäytävästä asuntoon johtavan oven vapaan leveyden on oltava vähintään 850 mm. Asunnon oven tulee aueta porraskäytävään päin.
Suunnittelussa tulee huomioida asuntojen ovien avautumissuunta suhteessa kul- kusuuntaan ja paarien kuljetussuuntaan, sekä mahdollinen törmäämisen estäminen toisiin oviin. Levikkeellisten ovien käyttö helpottaa muun muassa paarien ja huone- kalujen kuljetusta. Käyntioven leveytenä suositellaan käyttämään vähintään 850 mm.
Oven yhteydessä ei saa olla tasoeroa tai kynnystä, ellei se ole teknisesti välttämä- töntä; kynnys tai tasoero saa tällöin olla enintään 20 mm korkea ja sen tulee olla helposti ylitettävissä pyörätuolilla ja pyörillä varustetulla kävelytelineellä.
Koska poistuminen tapahtuu ensisijaisesti ovien kautta, niiden helppo ja kevyt avaaminen erityisesti lasten, ikääntyneiden ja apuvälineitä käyttävien näkökulmasta on tärkeää. Jos ovessa on sulkija, se on hyvä varustaa avausjärjestelmällä.
Uloskäytävän kulkusuunnassa olevien ovien tulee yleensä avautua poistumis- suuntaan. Poistumissuunta on syytä huomioida myös oven kätisyyden valinnassa. Asuinhuoneiston oven tulee avautua poistumissuuntaan. Muiden tilojen ovien tulee avautua poistumissuuntaan, kun henkilömäärä on yli 60. Asuinhuoneistojen porras- taso-ovet ovat palo- ja äänieristettyjä. Ovet sijoitetaan seinärakenteessa käytävän puoleiseen ulkopintaan, jolloin ne voivat avautua kokonaan. Kerrostaso-ovien tyy- pillisiä varusteita ovat postiluukku, ovikello, nimikilpi, ovisilmä, turvalukko ja -ketju.
Kulkutilojen yleistä toiminnal- lista mitoitusta ja kynnyksen suunnittelu- ja mitoitusohjeita on käsitelty seuraavissa RT- ohjekorteissa:
-RT 09-11137 Ihmisen mitat ja ulottuminen
-RT 103141 Esteetön liikkumis- ja toimimisympäristö.
>850
>850
*
*
Kuva 21. Asunnon sisäänkäyntioven vapaan kulkuaukon on oltava vähintään 850 mm (valtioneuvoston asetus rakennuksen esteettömyydestä 241/2017: 4 §). Jos ovi ei mahdu aukeamaan kokonaan, ovilehden paksuus pitää huomioida. Esteetöntä kulkua varten asunnon oven viereen avautumispuolelle suositellaan 400 mm vapaata tilaa ja oven eteen halkaisijaltaan 1 500 mm kääntymistilaa.
Ikkunat mahdollistavat luonnonvalon hyödyntämisen sekä näkymän porrashuo- neen ja lähiympäristön välillä. Ne lisäävät porrashuoneen valoisuutta ja avaruutta. Ikkunoita on käsitelty myös kohdassa 2.8 Valoisuus ja valaistus sekä kohdissa Varatie ja Savunpoisto.
Porrashuoneiden tasanteilla olevat ikkunat mitoitetaan kestämään henkilökuor- maa tai suojataan kaiteella tai muulla suojarakenteella, jos ikkuna on alle 700 mm korkeudella tasanteen pinnasta.","Uuden lain 35 §:n mukaan rakennuksen ja sen piha- ja oleskelualueet on suunniteltava ja rakennettava esteettömyys ja käytettävyys huomioon ottaen erityisesti lasten, ikääntyneiden, vammaisten ja liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä vaikuttaa ovien ja kulkuväylien suunnitteluun ja mitoitukseen, mikä saattaa edellyttää tarkennuksia nykyisiin ohjeisiin esteettömyyden osalta.","35 § Esteettömyys"
"103590","15","2.11 Ääniympäristö","Porrashuoneen suunnittelussa noudatetaan ympäristöministeriön rakennuksen ääni- ympäristöstä antaman asetuksen 796/2017 määräyksiä sekä kyseisen asetuksen 5 ja 6 §:n muuttamisesta annetun asetuksen 360/2019 määräyksiä:
• pienin sallittu äänitasoeroluku D_{nT,w} asuinhuoneiston ja uloskäytävän välillä 39 dB suurin sallittu askeläänitasoluku C L'nT,w+ CI, 50-2500 uloskäytävästä asuinhuoneistoon 63 dB
suurin sallittu jälkikaiunta-aika uloskäytävissä 1,3 s
Asunnon ja porrashuoneen välillä oleva oveton seinä suositellaan rakennettavaksi ääneneristykseltään yhtä hyväksi kuin asuntojen väliset seinät: äänitasoeroluku 55 dB ja askeläänitasoluku 53 dB.
Porrashuoneissa tarvitaan määräysten mukaisen jälkikaiunta-ajan saavuttamiseksi vaimennusverhouksia. Tämä edellyttää tavallisesti tehokasta vaimennusverhousta kerrostasojen alapinnoissa sekä vastaavassa sisäkaton osassa.","Uuden lain 36 §:n mukaan rakennuksen ja sen piha- ja oleskelualueiden melualtistus ja ääniolosuhteet eivät saa vaarantaa terveyttä, lepoa eivätkä työntekoa. Rakenteiden ääneneristävyyden ja taloteknisten laitteiden äänitason ja asennusten on oltava sellaisia, että rakennuksessa oleskelevien uni ja lepo eivät häiriinny ja rakennuksen käyttötarkoituksen mukainen toiminta on ääniolosuhteiden puolesta mahdollista. Tämä saattaa edellyttää tarkistuksia nykyisiin ääniympäristövaatimuksiin porrashuoneissa.","36 § Meluntorjunta ja ääniolosuhteet"
"103590","16","2.12 Energiatehokkuus ja ylilämmön hallinta","Porrashuoneen sijoitus sekä ovien ja ikkunoiden suuntaus vaikuttavat auringon sä- teilystä aiheutuvaan lämpökuormaan. Rakennuksen ulkopuolella olevat rakenteet ja kasvillisuus varjostavat ja toimivat mekaanisena aurinkosuojana. Ikkunoiden edessä voi olla pysty- tai vaakasuuntaisia säleikköjä, ritilöitä, räystäitä, lippoja tai seinäkkeitä, jotka varjostavat suoraa auringon säteilyä. Lämpökuormaa voidaan vähentää myös ikkunalasien auringonsuojapinnoitteiden ja materiaalivalinnan avulla: ne vähentävät säteilyn läpipääsyä ja hidastavat lämmön johtumista. Ulkoseinien ja yläpohjan läm- möneristys hidastaa kesäaikana lämmön siirtymistä ulkoa sisään; ulkovaipan materi- aalit ja väritys vaikuttavat siihen, miten paljon rakennuksen ulkopinnat lämpenevät. Ylilämmön poistamiseen porrashuoneesta voidaan käyttää samoja tai samankal- taisia moottoritoimisia luukkuja ja ikkunoita, joita käytetään myös savunpoistoluuk- kuina. Luukkujen ja ikkunoiden avaamiseen tulee kuitenkin suunnitella omat erilliset toimintopainikkeet eri käyttötilanteita varten. Avattavien luukkujen ja ikkunoiden avulla kesällä voidaan hyödyntää viileämpää yöilmaa porrashuoneen jäähdyttämi- seen. Avattavat ikkunat, tuuletusparvekkeet ja tuulikaapit ovat perinteisiä ratkaisuita, joilla voidaan lisätä tai vähentää ilmavirtausta porrashuoneessa ja vaikuttaa lämmi- tys- tai jäähdytystarpeeseen. Korkeiden rakennusten suunnittelussa on otettava huomioon porrashuoneiden hormivaikutus. Vaikutusta voidaan vähentää parantamalla rakenteiden ilmanpitä- vyyttä sekä suunnittelemalla sisälämpötila riittävän alhaiseksi.","Uuden lain 37 §:n mukaan energiatehokkuuden vähimmäisvaatimusten täyttyminen on osoitettava laskelmilla, ja energiatehokkuutta on parannettava rakennuksen rakentamisluvanvaraisen korjaus- ja muutostyön yhteydessä, jos se on teknisesti, toiminnallisesti ja taloudellisesti toteutettavissa. Tämä edellyttää, että energiatehokkuuden parantaminen on otettava huomioon myös ylilämmön hallinnassa ja porrashuoneiden suunnittelussa.

d.Viittaus uuteen lakiin:
37 § Energiatehokkuus","37 §"
"103590","17","3 KÄYTTÖ JA HUOLTO","Rakennuksen käyttö- ja huolto-ohje on laadittava rakennusta varten, jota käytetään pysyvään asumiseen (Maankäyttö- ja rakennuslaki 132/1999 117 i §, 21.12.2012/958, Rakennuksen käyttö- ja huolto-ohje).
Kaikkiin rakennuksen osiin, joissa on säännöllisesti siivottavia, huollettavia tai tarkastettavia rakennusosia, varusteita tai laitteita, on järjestettävä pääsy ja työskentelymahdollisuus niin, että työntekijöiden ja sivullisten turvallisuus on otettu huomioon.
Teknisiin tiloihin, esimerkiksi data- ja sähkökeskuksiin, on suunniteltava lukitus, joka mahdollistaa huoltohenkilöstön pääsyn kyseisiin tiloihin. Tarvittaessa ulko-oven vieressä olevaan avainsäilöön sijoitetaan reittiavain, joka mahdollistaa kulkemisen rakennuksen sisällä huoltokohteeseen.
Rakennuksen käytön ja huoltotöiden vaatimat järjestelyt, esimerkiksi lampun vaihto, lasipintojen, ikkunoiden ja kattoikkunoiden puhdistus ja huolto sekä porrashuoneen savunpoistoaukkojen ja niiden mekanismien huolto suunnitellaan siten, että toimet voidaan toteuttaa turvallisesti.
Asuinrakennukselle on laadittava ennen käyttöönottoa ylläpitoa, huoltoa, kunnossapitoa ja korjaamista koskevat käyttö- ja huolto-ohjeet, joissa ohjeistetaan mm. katolle pääsy.
Perustietoja huoneakustiikasta on esitetty RT- ohjekortissa RT 07-10881 Huoneakustiikka.
ohjeet 20
Lisää ohjeita ylilämmön hallinnasta ja ilmastotietoisesta suunnittelusta on esitetty seuraavissa RT- ja Ratu- ohjekorteissa:
-RT 07-11300 Aurinkosuojaus
-RT 07-10912 Päivänvalon hallinta sisätiloissa
-RT 50-10910 Kesäaikaisten lämpötilojen hallinta asuinkerrostaloissa
-RT 103217 Ilmastotietoinen suunnittelu. Rakennussuunnittelu
-RT 103170 Ilmastonmuutos. Hillintä ja sopeutuminen rakennetussa ympäristössä
-RT 103169 Ilmasto. Perustietoa suunnittelijalle
-Ratu S-1236 Olosuhteiden hallinta rakentamisessa
Pääsyä katolle, uloskäytävästä katolle johtavaa kulkutietä, katolla kulkua ja kattojen turvavarusteita käsitellään seuraavissa ohjekorteissa:
-RT 85-10658 Kattoluukku
-RT 85-11132 Vesikaton turvavarusteet.
TP/kesäkuu 2023/Rakennustieto Oy Rakennustietosäätiö RTS sr 2023","Uuden lain 139 §:n mukaan pääsuunnittelijan on huolehdittava siitä, että uudelle rakennukselle laaditaan konekielisesti luettavissa oleva rakennuksen tietomalleihin tai koneluettaviin tietoihin perustuva käyttö- ja huolto-ohje. Tämä vaatimus ei ole mainittu vanhassa ohjeessa, ja se tulee lisätä.","139 § Rakennuksen käyttö- ja huolto-ohje"
"103590","18","Ympäristöministeriön asetus rakennusten paloturvallisuudesta. Suomen säädöskokoelma 848/2017. Muutos 927/2020. RT 103311.","Ympäristöministeriön asetus rakennusten paloturvallisuudesta. Suomen säädöskokoelma 848/2017. Muutos 927/2020. RT 103311. Ympäristöministeriön asetus rakennusten paloturvallisuudesta. Suomen säädöskokoelma 848/2017. Asetuksen perustelumuistio.","Uuden lain 32 §:n mukaan rakennuksen paloturvallisuudesta on annettu tarkempia säännöksiä, jotka saattavat vaikuttaa asetuksen sisältöön. On varmistettava, että asetuksen sisältö on linjassa uuden lain vaatimusten kanssa, erityisesti palon syttymisen ja leviämisen rajoittamisen sekä rakenteiden kantavuuden osalta palotilanteessa.","32 § Paloturvallisuus"
"103590","18","Ympäristöministeriön asetus rakennuksen käyttöturvallisuudesta. Suomen säädöskokoelma 1007/2017. RT RakMK-21759","Ympäristöministeriön asetus rakennuksen käyttöturvallisuudesta. Suomen säädöskokoelma 1007/2017. RT RakMK-21759. Ympäristöministeriön asetus rakennuksen käyttöturvallisuudesta. Suomen säädöskokoelma 1007/2017. Asetuksen perustelumuistio.","Uuden lain 34 §:n mukaan rakennuksen käyttöturvallisuudesta on annettu tarkempia säännöksiä, jotka saattavat vaikuttaa asetuksen sisältöön. On varmistettava, että asetuksen sisältö on linjassa uuden lain vaatimusten kanssa, erityisesti rakennuksen käytön ja huollon turvallisuuden osalta.","34 § Käyttöturvallisuus"
"103590","18","Valtioneuvoston asetus rakennuksen esteettömyydestä. Suomen säädöskokoelma 241/2017. RT RakMK-21738","Valtioneuvoston asetus rakennuksen esteettömyydestä. Suomen säädöskokoelma 241/2017. RT RakMK-21738. Valtioneuvoston asetus rakennuksen esteettömyydestä. Suomen säädöskokoelma 241/2017. Asetuksen perustelumuistio.","Uuden lain 35 §:n mukaan esteettömyydestä on annettu tarkempia säännöksiä, jotka saattavat vaikuttaa asetuksen sisältöön. On varmistettava, että asetuksen sisältö on linjassa uuden lain vaatimusten kanssa, erityisesti kulkuväylien ja tilojen esteettömyyden osalta.","35 § Esteettömyys"
"103590","19","RT 103060 Rakennuksen käyttöturvallisuus. Asetuksen 1007/2017 tuomat muutokset. 2019.","RT 103060 Rakennuksen käyttöturvallisuus. Asetuksen 1007/2017 tuomat muutokset. 2019.","Uuden lain 34 §:n mukaan rakennuksen on oltava suunniteltu ja rakennettu siten, että sen käyttö ja huolto on turvallista. Tämä sisältää myös ulkotilat ja kulkuväylät, joista ei saa aiheutua hyväksymätöntä tapaturman, onnettomuuden tai vahingon uhkaa. Tämä saattaa vaatia tarkennuksia nykyisiin ohjeisiin käyttöturvallisuudesta.","34 § Käyttöturvallisuus"
"103590","19","RT 103141 Esteetön liikkumis- ja toimimisympäristö. 2019.","RT 103141 Esteetön liikkumis- ja toimimisympäristö. 2019.","Uuden lain 35 §:n mukaan esteettömyys ja käytettävyys on otettava huomioon erityisesti lasten, ikääntyneiden, vammaisten ja liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä saattaa vaatia tarkennuksia nykyisiin ohjeisiin esteettömyydestä.","35 § Esteettömyys"
"103590","19","RT 103310 Rakennusten savunhallinta ja savunpoistolaitteistojen kunnossapito. 2020.","RT 103310 Rakennusten savunhallinta ja savunpoistolaitteistojen kunnossapito. 2020.","Uuden lain 32 §:n mukaan palon ja savun kehittymistä ja leviämistä rakennuksessa sekä palon leviämistä lähistöllä oleviin rakennuksiin on pystyttävä rajoittamaan. Tämä saattaa vaatia tarkennuksia nykyisiin ohjeisiin savunhallinnasta ja savunpoistolaitteistojen kunnossapidosta.","32 § Paloturvallisuus"
"103590","19","RT 103396 Rakennuspiirustukset. Esitystapaohjeita. 2021.","RT 103396 Rakennuspiirustukset. Esitystapaohjeita. 2021.","Uuden lain 60 §:n mukaan rakennuksen suunnitelmat on toimitettava tietomallimuotoisina tai muutoin koneluettavassa muodossa. Tämä saattaa vaatia tarkennuksia nykyisiin ohjeisiin rakennuspiirustusten esitystavasta.","60 § Rakennuksen tietomallimuotoinen suunnitelma"
"103590","19","RT 103397 Pääpiirustusten laatiminen. 2021.","RT 103397 Pääpiirustusten laatiminen. 2021.","Uuden lain 61 §:n mukaan rakentamislupahakemukseen on liitettävä rakennussuunnitelmia vastaava suunnitelmamalli tai tiedot koneluettavassa muodossa. Tämä saattaa vaatia tarkennuksia nykyisiin ohjeisiin pääpiirustusten laatimisesta.","61 § Rakentamislupahakemus"
"103590","19","RT 103251 Hissin modernisointi. 2020.","RT 103251 Hissin modernisointi. 2020.","Uuden lain 32 §:n mukaan paloturvallisuusvaatimukset saattavat vaikuttaa hissien modernisointiin, erityisesti palomies- ja evakuointihissien osalta. Tämä saattaa vaatia tarkennuksia nykyisiin ohjeisiin hissin modernisoinnista.","32 § Paloturvallisuus"
"103590","19","RT 103366 Palomies- ja evakuointihissit. 2021.","RT 103366 Palomies- ja evakuointihissit. 2021.","Uuden lain 32 §:n mukaan paloturvallisuusvaatimukset saattavat vaikuttaa palomies- ja evakuointihissien suunnitteluun ja toteutukseen. Tämä saattaa vaatia tarkennuksia nykyisiin ohjeisiin palomies- ja evakuointihisseistä.","32 § Paloturvallisuus"
"103602","3","Autopaikoitus, saattoliikenne ja huoltoliikenne","O Pysäköintipaikkojen määrässä ja sijainnissa otetaan asukkaiden lisäksi huomi- oon vieraspaikat ja muu lyhytaikainen pysäköintitarve kuten huoltoajoneuvot, jakelu- ja muuttoautot (RT 93-10961; RT 08-11189) sekä esimerkiksi kotihoidon ja kiinteistöhuollon pysäköintitarve. Pysäköintialueen mitoitus perustuu RT 98- 11235 Pysäköintialueet -ohjeisiin.
Tarkennus:
O Ellei asemakaavassa ole toisin määrätty, autopaikoitus sijoitetaan vähintään 8 m asuntojen ilmanottoaukoista sekä vähintään 15 m ikkunoista sekä leikki- ja oleskelualueista (RT 93-10961).
O Ellei asemakaavassa ole toisin määrätty, esteettömiä autopaikkoja suunnitel- laan ainakin 2 kpl, kun autopaikkoja on 50 tai alle. Sen jälkeen tarvitaan yksi esteetön paikka lisää kutakin alkavaa 50 autopaikkaa kohden. (RT 103141.)
Tarkennus:
☐ O Esteettömän autopaikan sivu- ja pituuskaltevuus on enintään 2% (RT
☐
103141).
O Esteettömät autopaikat sijoitetaan sisäänkäyntien, asiointikohteiden ja hissien lähelle siten, että kulkuväylä näihin on esteetön ja mahdollisim- man lyhyt (RT 103141).
O Saattoliikenteen, kuten taksien, pysähtymispaikka sijoitetaan sisäänkäynnin eteen tai mahdollisimman lähelle sisäänkäyntiä (RT 103141; RT 08-11189). Asuk- kaiden ja vieraiden kannalta suojaisa odotuspaikka penkkeineen tukee näiden
palvelujen käyttöä.
O Autopaikat, ajo autopaikoille ja huoltoajo piha-alueella on järjestetty siten, että niistä asumiselle ja piha-alueen muulle käytölle aiheutuva häiriö jää vähäiseksi (RT 103260).
☐ O Risteävien reittien suunnittelussa huomioidaan niiden turvallisuus, käytettä- vyys ja huollettavuus eri vuodenaikoina. Tarkennus:","Uuden lain 126 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava kiinteistöä varten asemakaavassa ja rakentamisluvassa määrättyjen ajoneuvopaikkojen järjestämisestä rakentamisen yhteydessä. Tämä tarkoittaa, että vanhassa ohjeessa mainitut RT-ohjeet eivät enää yksin riitä, vaan on noudatettava myös uuden lain vaatimuksia.","126 § Ajoneuvopaikkojen järjestäminen"
"103602","4","Opastus","Opastus- ja reittisuunnittelu on merkittävä osa ympäristöjen ja rakennusten suun- nittelua, mikä on otettava huomioon heti suunnittelun alusta alkaen: opastus liittyy mm. turvallisuuteen, sillä hätä- ja onnettomuustilanteissa se tukee tien löytämistä ulos ja avun saattamista perille.
Ohjeita ( Tavoite, O Todennettu suunnitteluasiakirjoista):
☐
Opastus on selkeää ja katkeamatonta sekä rakennuksen ulkopuolella, raken- nukseen saavuttaessa että rakennuksen sisällä, jotta kohteet ja reitit löytyvät sujuvasti (RT 91-11282; RT 98-11281).
Tarkennus:
☐ O Kiinteistössä on pelastustiekartta, johon merkitään rakennukset, porrastunnis- teet, nostopaikka-alue, väestönsuojan sijainti ja pelastustie (RT 98-11281).","Uuden lain 32 §:n mukaan rakennuksen on oltava sellainen, että siinä olevat voivat palon sattuessa pelastautua tai heidät voidaan pelastaa. Tämä edellyttää, että opastus- ja reittisuunnittelu tukee tehokkaasti poistumisturvallisuutta ja pelastustoimintaa, mikä voi vaatia tarkempia ohjeita ja suunnitelmia kuin vanhassa ohjeistuksessa on esitetty.","32 § Paloturvallisuus"
"103602","4","Laki rakennusten varustamisesta sähköajoneuvojen latauspisteillä ja latauspistevalmiuksilla sekä automaatio- ja ohjausjärjestelmillä 733/2020 mukaan","""Rakennushankkeeseen ryhtyvän on huolehdittava, että rakennuksen yhteydes- sä on sähköajoneuvojen latauspisteet tai latauspistevalmius tämän lain mukaan, kun kyse on sellaisesta uudesta rakennuksesta, jonka rakentamiseen on haettava maan- käyttö- ja rakennuslain 125 §:n mukainen rakennuslupa"" (5 §:n 1 momentti).
Latauspisteiden määrä tarkistetaan laista.","Uuden lain 37 §:n mukaan energiatehokkuusvaatimukset on otettava huomioon rakennuksen suunnittelussa ja rakentamisessa. Tämä voi vaikuttaa myös sähköajoneuvojen latauspisteiden suunnitteluun ja toteutukseen, erityisesti energiatehokkuuden ja uusiutuvan energian käytön osalta.","37 § Energiatehokkuus"
"103602","4","Valtioneuvoston asetus rakennuksen esteettömyydestä 241/2017 mukaan","""Jos rakennusta varten on autopaikkoja, niistä riittävän määrän, kuitenkin vähintään yhden, on oltava tarkoitettu liikkumis- ja toimimisesteisen henkilön käyttöön. Tällaisen autopaikan on oltava vähintään 3 600 millimetriä leveä ja vähintään 5 000 millimetriä pitkä ja se on merkittävä liikkumisesteisen henkilön tunnuksella."" (Ote 2 §:n 3 momentista.)","Uuden lain 35 §:n mukaan esteettömyys ja käytettävyys on otettava huomioon erityisesti lasten, ikääntyneiden, vammaisten ja liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä voi edellyttää tarkempia ohjeita ja vaatimuksia esteettömien autopaikkojen suunnitteluun ja toteutukseen.","35 § Esteettömyys"
"103602","4","Ympäristöministerin asetus rakennuksen käyttöturvallisuudesta 1007/2017 mukaan","""Tontin ja rakennuspaikan ajoväylä ja pysä- köintialue on erotettava jalankulku-, leikki-, ja oleskelualueesta. Ajoväylä ei saa kulkea ristiin leikkialueelle johtavan kulkutien kanssa. Jos risteämistä ei voida välttää, risteyspaikat on merkittävä rakenteellisin ratkaisuin."" (16 §:n 1 momentti.)","Uuden lain 34 §:n mukaan rakennuksen käyttö ja huolto on suunniteltava ja toteutettava siten, että sen käyttö on turvallista. Tämä voi edellyttää tarkempia ohjeita ja vaatimuksia ajoväylien ja pysäköintialueiden suunnitteluun ja toteutukseen, erityisesti niiden erottamiseen jalankulku- ja leikkialueista.","34 § Käyttöturvallisuus"
"103602","4","RT 103141 Esteetön liikkumis- ja toimimisympäristö","RT 103141 Esteetön liikkumis- ja toimimisympäristö","Uuden lain 35 §:n mukaan esteettömyys ja käytettävyys on otettava huomioon erityisesti lasten, ikääntyneiden, vammaisten ja liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä voi edellyttää tarkempia ohjeita ja vaatimuksia esteettömän liikkumis- ja toimimisympäristön suunnitteluun ja toteutukseen.","35 § Esteettömyys"
"103602","4","RT 98-11281 Liikennemerkit ja opasteet kiinteistön ulkoalueilla","RT 98-11281 Liikennemerkit ja opasteet kiinteistön ulkoalueilla","Uuden lain 32 §:n mukaan rakennuksen on oltava sellainen, että siinä olevat voivat palon sattuessa pelastautua tai heidät voidaan pelastaa. Tämä edellyttää, että liikennemerkit ja opasteet tukevat tehokkaasti poistumisturvallisuutta ja pelastustoimintaa, mikä voi vaatia tarkempia ohjeita ja suunnitelmia kuin vanhassa ohjeistuksessa on esitetty.","32 § Paloturvallisuus"
"103602","6","Ulkoliikunta, -leikki ja luova toiminta","Ulkotilat tarjoavat paikan liikunnalle, leikille, oppimiselle ja muulle luovalle toimin- nalle. Ulkotiloissa voi olla esimerkiksi erilaisia rakenteita, voimisteluvälineitä ja tilaa urheilulajien harjoitteluun, taideseinä, vesi- ja lumielementtejä sekä viljelypalstoja ja -laatikoita. Ulkoliikunnan, -leikin ja luovan toiminnan paikkojen suunnittelussa on hyödynnettävissä alueen luonnonmaasto tai suunnitellut maastonmuodot ja raken- teet sekä materiaalien ja kasvillisuuden monipuolisuus. (RT 93-10961, ks. myös RT 103084.) Tilat ja paikat ulkoliikunnalle, -leikille ja luovalle toiminnalle suunnitellaan siten, että vastataan erilaisten asukkaiden kiinnostuksen kohteisiin. Ulkotilat voivat olla myös useamman kiinteistön yhteisiä. Leikkialueen suunnittelu perustuu RT 89- 10966 Ulkoleikkipaikat -ohjeisiin.
Ohjeita ( Tavoite, O Todennettu suunnitteluasiakirjoista):
☐
☐
☐
☐
O Ulkotila kannustaa asukkaita luovaan ja monipuoliseen liikkumiseen sekä eri- laisten taitojen opetteluun (RT 103084).
Tarkennus:
O Ulkotila kannustaa leikkisyyteen, luovuuteen sekä moniaistiseen taiteelliseen kokemiseen (RT 103084).
Tarkennus:
O Pihoilla on esteettömiä leikkivälineitä, istuimia ja oleskeluryhmiä.
O Lumenkeräystä hyödynnetään pihan leikeissä turvallisuus ja huolto huomioi-
den (esitetään pihasuunnitelmassa) (RT 89-10966; RT 93-10961).
Maankäyttö- ja rakennuslaki 1999/132
mukaan
""Asuinrakennuksen yhteyteen tulee jär- jestää riittävästi ulkotilaa leikkipaikkoja ja oleskelualueita varten. Ne on turvallisesti
erotettava liikenteelle varatusta alueesta. Tilojen riittävyyttä arvioitaessa voidaan ottaa huomioon myös lähiympäristön tarjoamat vastaavat tilat ja alueet sekä kiinteistöjen yhteiset järjestelyt."" (155 §:n 1
momentti.)
Ympäristöministerin asetus rakennuksen käyttöturvallisuudesta 1007/2017 mukaan
""Tontin ja rakennuspaikan ajoväylä ja pysä- köintialue on erotettava jalankulku-, leikki-, ja oleskelualueesta. Ajoväylä ei saa kulkea ristiin leikkialueelle johtavan kulkutien kanssa. Jos risteämistä ei voida välttää, risteyspaikat on merkittävä rakenteellisin
ratkaisuin."" (16 §:n 1 momentti.)
""Piha-alueiden jyrkät, yli 0,7-metrin tasoerot ja jyrkänteet muiden kuin enintään kaksi- asuntoisten asuinrakennusten yhteisten
leikki- ja oleskelualueiden läheisyydessä on osoitettava tarkoituksenmukaisin kaitein tai sopivin istutuksin tai varustettava putoamista vaimentavalla alustalla"" (17 §:n 1 momentti).
""Leikkivälineiden on oltava turvallisia ja nii- den alustan rakenteen tarkoitukseen sopiva ja iskua vaimentava"" (17 §:n 3 momentti).
RT 93-10961 Asuntosuunnittelu. Yhteiset ulkotilat
RT 103216 Ilmastotietoinen suunnittelu. Maankäyttö
RT 103217 Ilmastotietoinen suunnittelu. Rakennussuunnittelu
RT 103084 Päiväkodin ja perusopetuksen tilat. Ulkotilojen suunnittelu
RT 89-10966 Ulkoleikkipaikat","Uuden lain 125 §:n mukaan asuinrakennuksen yhteydessä on oltava liikenteelle varatusta alueesta turvallisesti erotettua ulkotilaa leikkipaikkoja ja oleskelualueita varten, ellei vastaava tila tai alue sisälly kiinteistöjen yhteiseen järjestelyyn tai sijaitse lähiympäristössä. Tämä vaatimus on jo osittain mainittu vanhassa ohjeessa, mutta se on päivitettävä vastaamaan uuden lain tarkempia vaatimuksia.","125 § Leikkipaikat ja oleskelualueet"
